student_number,course,birthdate,nationality,civil_status,gender,municipality,payment_status,balance,has_scholarship,number_of_units_enrolled,academic_probation_status,last_term_GWA
23-5981,Human Resource Management (BSBA‑HRM),2005-08-22,Filipino,Single,Male,Cainta,Paid,0,False,15,,3.5
23-9040,Business Solutions & Applications (BSBA‑BSAA),2006-09-05,Filipino,Single,Male,Taguig,Paid,0,False,15,,4.0
23-3606,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-09-14,Filipino,Single,Female,Muntinlupa,Paid,0,False,21,,3.0
23-4688,Information Systems (BS‑IS),2007-08-10,Filipino,Single,Male,Pasay,Paid,0,False,21,,3.0
23-2610,Information Systems (BS‑IS),2006-07-14,Filipino,Single,Male,Pasig,Paid,0,False,15,,3.0
23-1374,Human Resource Management (BSBA‑HRM),2003-03-19,Filipino,Single,Female,Manila,With Balance,31434,False,24,,2.0
23-3644,Information Systems (BS‑IS),2005-12-28,Filipino,Single,Male,Muntinlupa,Paid,0,False,15,,3.5
23-5014,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-04-26,Filipino,Single,Male,Cainta,With Balance,39782,False,18,,3.0
23-2144,Business Intelligence & Analytics (BSBA‑BIA),2000-11-22,Filipino,Single,Female,Pasay,Paid,0,True,24,,2.0
23-9803,Business Intelligence & Analytics (BSBA‑BIA),2000-08-16,Filipino,Single,Female,Quezon City,With Balance,26762,False,24,,4.0
23-3391,Human Resource Management (BSBA‑HRM),2001-12-06,Filipino,Single,Male,San Juan,Paid,0,False,15,,3.0
23-8507,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-04-25,Filipino,Single,Female,Muntinlupa,Paid,0,False,21,,3.0
23-3425,Cybersecurity (BSCSEC),2004-01-08,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,3.5
23-5831,Business Solutions & Applications (BSBA‑BSAA),2002-03-20,Filipino,Single,Male,Manila,Paid,0,False,18,,3.5
23-9332,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-08-20,Filipino,Married,Male,Rodriguez,Paid,0,False,21,,2.0
23-3770,Cybersecurity (BSCSEC),2007-03-16,Filipino,Single,Male,Muntinlupa,Paid,0,False,18,,3.0
23-2959,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-06-16,Filipino,Single,Male,Antipolo,With Balance,21913,False,15,,4.0
23-6398,Cybersecurity (BSCSEC),2001-05-18,Korean,Single,Male,Quezon City,Paid,0,False,18,,3.0
23-5015,Business Solutions & Applications (BSBA‑BSAA),2007-03-02,Japanese,Single,Female,Makati,With Balance,12086,False,18,,4.0
23-4728,Business Solutions & Applications (BSBA‑BSAA),2007-08-04,Filipino,Single,Female,Bacoor,Paid,0,True,24,advising,3.5
23-2636,Cybersecurity (BSCSEC),2003-10-16,Filipino,Single,Female,Taguig,Paid,0,False,18,,3.0
23-8475,Business Intelligence & Analytics (BSBA‑BIA),2004-07-20,Filipino,Single,Female,Antipolo,Paid,0,False,21,,3.0
23-6589,Human Resource Management (BSBA‑HRM),2004-11-15,Filipino,Single,Male,Malabon,Paid,0,True,24,,4.0
23-8078,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-02-28,Filipino,Single,Male,Caloocan,With Balance,16986,False,21,,3.5
23-9690,Information Systems (BS‑IS),2001-11-10,Filipino,Single,Male,Muntinlupa,With Balance,35749,False,18,,3.0
23-3574,Human Resource Management (BSBA‑HRM),2007-11-20,Filipino,Single,Female,San Juan,Paid,0,False,21,,3.5
23-6798,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-08-10,Filipino,Single,Female,Manila,Paid,0,False,24,,2.0
23-8485,Human Resource Management (BSBA‑HRM),2000-12-07,Filipino,Single,Female,Parañaque,Paid,0,True,24,,3.5
23-4267,Business Solutions & Applications (BSBA‑BSAA),2007-05-04,Filipino,Single,Female,Rodriguez,With Balance,11507,False,24,,2.0
23-8979,Business Solutions & Applications (BSBA‑BSAA),2004-10-19,Filipino,Single,Female,Marikina,Paid,0,False,21,advising,2.0
23-2212,Human Resource Management (BSBA‑HRM),2006-03-28,Filipino,Single,Male,San Mateo,Paid,0,True,18,,3.0
23-5271,Cybersecurity (BSCSEC),2004-12-01,Filipino,Single,Female,Parañaque,Paid,0,False,18,,3.5
23-8549,Human Resource Management (BSBA‑HRM),2005-04-22,Japanese,Single,Male,Pasig,Paid,0,False,24,,3.0
23-9657,Business Intelligence & Analytics (BSBA‑BIA),2005-01-19,Filipino,Single,Female,San Mateo,Paid,0,False,15,,3.0
23-2840,Cybersecurity (BSCSEC),2002-09-28,Filipino,Single,Female,Cainta,Paid,0,False,15,,3.5
23-5536,Information Systems (BS‑IS),2007-12-05,Filipino,Single,Female,Navotas,Paid,0,False,24,,3.5
23-5813,Business Intelligence & Analytics (BSBA‑BIA),2006-01-01,Filipino,Single,Female,San Juan,With Balance,27444,False,24,,4.0
23-6810,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-04-25,Filipino,Single,Male,Manila,With Balance,11292,False,18,,1.0
23-6365,Human Resource Management (BSBA‑HRM),2003-11-07,Filipino,Single,Female,San Juan,Paid,0,False,21,monitoring,4.0
23-7145,Business Intelligence & Analytics (BSBA‑BIA),2007-12-28,Filipino,Single,Female,Navotas,Paid,0,False,24,,4.0
23-3868,Cybersecurity (BSCSEC),2001-03-25,Filipino,Single,Female,Muntinlupa,Paid,0,False,15,,3.5
23-5182,Cybersecurity (BSCSEC),2001-08-01,Filipino,Single,Female,Taguig,With Balance,37411,False,15,,2.0
23-5926,Business Solutions & Applications (BSBA‑BSAA),2001-11-21,Filipino,Single,Male,Marikina,With Balance,11486,False,18,,4.0
23-1151,Business Solutions & Applications (BSBA‑BSAA),2002-03-23,Filipino,Single,Male,Imus,Paid,0,False,18,,4.0
23-9496,Business Solutions & Applications (BSBA‑BSAA),2002-06-04,Filipino,Single,Male,Las Piñas,Paid,0,False,21,,4.0
23-1423,Human Resource Management (BSBA‑HRM),2000-08-02,Filipino,Single,Female,Quezon City,With Balance,33675,False,18,,4.0
23-4648,Business Intelligence & Analytics (BSBA‑BIA),2006-02-04,Korean,Single,Female,San Mateo,With Balance,36523,False,15,,3.5
23-3100,Human Resource Management (BSBA‑HRM),2005-10-22,Filipino,Single,Male,Pasig,Paid,0,False,18,,4.0
23-2553,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-20,Filipino,Single,Male,Imus,With Balance,25143,False,21,,4.0
23-7914,Human Resource Management (BSBA‑HRM),2002-10-24,Filipino,Single,Female,Bacoor,Paid,0,True,18,,4.0
23-1558,Business Solutions & Applications (BSBA‑BSAA),2002-07-11,Filipino,Single,Female,Caloocan,With Balance,28913,False,24,,4.0
23-5305,Cybersecurity (BSCSEC),2007-02-24,Filipino,Single,Female,Muntinlupa,Paid,0,False,21,,3.5
23-9993,Information Systems (BS‑IS),2001-11-28,Filipino,Single,Male,Parañaque,Paid,0,False,18,monitoring,2.0
23-2970,Cybersecurity (BSCSEC),2004-03-28,Filipino,Single,Male,Antipolo,With Balance,39020,False,18,restrictions,4.0
23-1273,Business Solutions & Applications (BSBA‑BSAA),2005-09-20,Filipino,Single,Male,San Mateo,Paid,0,False,18,,4.0
23-3713,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-12-05,Filipino,Single,Female,Caloocan,With Balance,23135,False,21,,3.0
23-7901,Information Systems (BS‑IS),2007-06-05,Filipino,Single,Male,Marikina,Paid,0,False,18,,3.0
23-2094,Business Intelligence & Analytics (BSBA‑BIA),2006-03-05,Filipino,Single,Male,Pasay,Paid,0,False,24,,4.0
23-6741,Business Intelligence & Analytics (BSBA‑BIA),2003-05-05,Filipino,Single,Male,Caloocan,Paid,0,False,21,advising,3.0
23-9589,Business Intelligence & Analytics (BSBA‑BIA),2007-04-22,Filipino,Single,Female,Pasig,Paid,0,True,21,,2.0
23-1671,Information Systems (BS‑IS),2004-02-21,Filipino,Single,Female,Las Piñas,Paid,0,False,21,,2.0
23-9102,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-07-02,Filipino,Single,Female,Marikina,Paid,0,False,21,,2.0
23-6843,Business Intelligence & Analytics (BSBA‑BIA),2000-02-23,Filipino,Single,Female,San Juan,Paid,0,False,15,,2.0
23-8993,Cybersecurity (BSCSEC),2006-10-17,Filipino,Single,Male,Cainta,With Balance,31059,False,15,,4.0
23-4909,Human Resource Management (BSBA‑HRM),2006-07-23,Filipino,Single,Female,Navotas,Paid,0,False,24,,3.0
23-8074,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-04-19,Filipino,Single,Female,Taguig,Paid,0,False,15,,2.0
23-5153,Human Resource Management (BSBA‑HRM),2005-06-08,Filipino,Single,Female,Navotas,Paid,0,False,18,,3.0
23-9966,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-12-13,Filipino,Single,Male,Malabon,Paid,0,False,18,,3.5
23-2481,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-06-20,Filipino,Single,Female,Caloocan,With Balance,21488,False,21,,2.0
23-3608,Business Solutions & Applications (BSBA‑BSAA),2005-01-04,Filipino,Single,Female,San Mateo,Paid,0,False,15,,4.0
23-7629,Human Resource Management (BSBA‑HRM),2002-12-11,Filipino,Single,Female,Taguig,With Balance,38719,False,21,,1.0
23-6305,Business Solutions & Applications (BSBA‑BSAA),2007-01-08,Filipino,Single,Female,Manila,With Balance,17175,False,18,,3.5
23-4538,Business Solutions & Applications (BSBA‑BSAA),2000-05-08,Korean,Single,Female,Navotas,Paid,0,False,18,,2.0
23-7547,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-12-09,Filipino,Married,Female,Valenzuela,With Balance,17690,False,21,,4.0
23-3203,Human Resource Management (BSBA‑HRM),2003-09-19,Filipino,Married,Female,San Mateo,With Balance,29794,False,18,,3.0
23-4669,Information Systems (BS‑IS),2004-10-27,Filipino,Single,Female,Rodriguez,With Balance,15614,False,15,,3.0
23-1942,Human Resource Management (BSBA‑HRM),2007-12-05,Filipino,Single,Female,Rodriguez,With Balance,10903,False,24,,3.0
23-3184,Information Systems (BS‑IS),2003-11-15,Filipino,Single,Female,Muntinlupa,With Balance,26644,False,24,restrictions,1.0
23-6152,Business Intelligence & Analytics (BSBA‑BIA),2000-12-25,Filipino,Single,Male,Cainta,Paid,0,True,24,,3.0
23-5076,Cybersecurity (BSCSEC),2002-03-01,Filipino,Single,Male,Muntinlupa,Paid,0,True,24,,2.0
23-7347,Information Systems (BS‑IS),2006-12-16,Filipino,Single,Male,Las Piñas,With Balance,38805,False,21,,4.0
23-7576,Business Solutions & Applications (BSBA‑BSAA),2003-06-21,Filipino,Single,Male,Antipolo,With Balance,11995,False,15,,4.0
23-1028,Cybersecurity (BSCSEC),2000-01-11,Filipino,Single,Female,Makati,Paid,0,False,24,,4.0
23-6656,Business Intelligence & Analytics (BSBA‑BIA),2002-10-12,Filipino,Single,Male,Antipolo,With Balance,10994,False,15,,2.0
23-6106,Human Resource Management (BSBA‑HRM),2001-06-22,Filipino,Single,Male,Malabon,Paid,0,False,21,,2.0
23-9978,Information Systems (BS‑IS),2007-02-22,Filipino,Single,Female,Pasig,With Balance,16171,False,24,advising,2.0
23-8871,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-09-03,Filipino,Single,Female,San Mateo,Paid,0,False,18,,4.0
23-7984,Information Systems (BS‑IS),2006-07-03,Filipino,Single,Female,San Mateo,Paid,0,False,24,,3.0
23-1903,Cybersecurity (BSCSEC),2000-04-03,Filipino,Single,Male,Bacoor,Paid,0,False,15,monitoring,3.5
23-6763,Cybersecurity (BSCSEC),2000-11-28,Filipino,Single,Male,Antipolo,Paid,0,False,18,advising,2.0
23-6247,Business Intelligence & Analytics (BSBA‑BIA),2003-08-07,Filipino,Single,Male,Pasay,Paid,0,False,21,advising,3.0
23-6419,Business Solutions & Applications (BSBA‑BSAA),2006-04-12,Filipino,Single,Male,Pasig,Paid,0,False,21,,3.5
23-6074,Business Solutions & Applications (BSBA‑BSAA),2004-07-23,Filipino,Single,Female,Marikina,Paid,0,False,24,,4.0
23-7479,Business Intelligence & Analytics (BSBA‑BIA),2007-03-22,Filipino,Single,Male,Taguig,With Balance,12179,False,18,,4.0
23-5202,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-05-18,Filipino,Single,Female,Taguig,Paid,0,False,18,,3.0
23-9158,Business Solutions & Applications (BSBA‑BSAA),2002-09-02,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0
23-8177,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-08-20,Filipino,Single,Male,Caloocan,Paid,0,False,15,,3.5
23-5109,Business Solutions & Applications (BSBA‑BSAA),2005-08-07,Filipino,Single,Female,Pasig,Paid,0,False,18,,4.0
23-8190,Business Intelligence & Analytics (BSBA‑BIA),2007-02-27,Filipino,Single,Male,Pasig,Paid,0,False,15,,3.5
23-9753,Business Intelligence & Analytics (BSBA‑BIA),2002-12-11,Filipino,Single,Male,Imus,Paid,0,False,15,,3.0
23-2960,Business Solutions & Applications (BSBA‑BSAA),2000-10-18,Filipino,Single,Female,Rodriguez,Paid,0,False,24,,3.0
23-9037,Cybersecurity (BSCSEC),2004-06-21,Filipino,Single,Male,Navotas,Paid,0,False,18,,3.0
23-7364,Human Resource Management (BSBA‑HRM),2002-06-24,Filipino,Single,Male,Quezon City,With Balance,27743,False,18,,4.0
23-6782,Business Solutions & Applications (BSBA‑BSAA),2006-07-14,Filipino,Single,Female,Navotas,Paid,0,False,24,restrictions,4.0
23-4554,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-10-07,Filipino,Single,Female,Navotas,With Balance,23376,False,21,,4.0
23-3315,Information Systems (BS‑IS),2001-09-21,Filipino,Single,Female,Quezon City,Paid,0,False,18,,2.0
23-3954,Information Systems (BS‑IS),2000-12-07,Filipino,Single,Female,Imus,Paid,0,False,24,,2.0
23-3468,Information Systems (BS‑IS),2005-08-08,Filipino,Single,Female,Muntinlupa,With Balance,27386,False,15,,3.0
23-2404,Business Intelligence & Analytics (BSBA‑BIA),2000-01-11,Filipino,Single,Female,Caloocan,With Balance,20078,False,15,,2.0
23-8317,Information Systems (BS‑IS),2005-12-06,Filipino,Single,Male,Pasig,Paid,0,False,24,,3.0
23-8693,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-28,Filipino,Married,Male,Navotas,Paid,0,True,15,monitoring,3.5
23-8813,Business Solutions & Applications (BSBA‑BSAA),2000-10-23,Vietnamese,Single,Female,Rodriguez,Paid,0,False,15,,2.0
23-6633,Human Resource Management (BSBA‑HRM),2001-06-03,Filipino,Single,Female,Pasig,With Balance,31918,False,18,,3.5
23-2361,Human Resource Management (BSBA‑HRM),2007-01-20,Filipino,Single,Male,Parañaque,Paid,0,False,21,,2.0
23-1384,Information Systems (BS‑IS),2005-03-02,Filipino,Single,Female,Navotas,Paid,0,False,21,,3.0
23-8505,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-06-18,Filipino,Single,Male,Rodriguez,Paid,0,True,24,,3.5
23-7363,Business Intelligence & Analytics (BSBA‑BIA),2004-12-13,Filipino,Single,Female,Valenzuela,Paid,0,False,21,,3.0
23-9008,Human Resource Management (BSBA‑HRM),2004-02-15,Filipino,Single,Female,Antipolo,Paid,0,False,18,,4.0
23-2219,Business Solutions & Applications (BSBA‑BSAA),2005-02-05,Filipino,Single,Male,Makati,Paid,0,True,15,,3.5
23-2153,Business Solutions & Applications (BSBA‑BSAA),2007-11-28,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0
23-2500,Business Intelligence & Analytics (BSBA‑BIA),2006-11-08,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,3.5
23-4048,Information Systems (BS‑IS),2004-12-22,Filipino,Single,Female,Mandaluyong,Paid,0,False,18,,2.0
23-4102,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-12-25,Filipino,Single,Female,San Juan,Paid,0,False,21,,3.0
23-5676,Business Solutions & Applications (BSBA‑BSAA),2006-05-27,Filipino,Single,Male,Bacoor,Paid,0,False,21,,4.0
23-2028,Information Systems (BS‑IS),2005-12-02,Filipino,Single,Male,Imus,With Balance,10393,False,15,,3.0
23-6922,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-10-09,Filipino,Single,Female,Malabon,Paid,0,False,24,,1.0
23-4117,Business Solutions & Applications (BSBA‑BSAA),2002-01-23,Filipino,Single,Female,Muntinlupa,With Balance,23213,False,24,,3.5
23-3501,Business Solutions & Applications (BSBA‑BSAA),2006-07-01,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.0
23-3830,Business Solutions & Applications (BSBA‑BSAA),2002-04-04,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,1.0
23-5549,Business Solutions & Applications (BSBA‑BSAA),2003-08-20,Filipino,Single,Male,Malabon,Paid,0,False,15,monitoring,3.0
23-5740,Business Solutions & Applications (BSBA‑BSAA),2003-09-16,Filipino,Single,Male,Las Piñas,Paid,0,False,21,,3.5
23-2996,Cybersecurity (BSCSEC),2002-09-10,Filipino,Single,Male,Parañaque,Paid,0,False,15,,3.5
23-4431,Human Resource Management (BSBA‑HRM),2003-06-21,Filipino,Married,Female,San Mateo,With Balance,32882,False,18,,1.0
23-4750,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-04-16,Filipino,Single,Female,Antipolo,Paid,0,False,18,,4.0
23-9043,Information Systems (BS‑IS),2004-02-15,Filipino,Single,Female,Pasig,With Balance,25523,False,18,,4.0
23-6835,Cybersecurity (BSCSEC),2007-09-05,Filipino,Single,Female,Muntinlupa,Paid,0,False,18,,3.0
23-2972,Human Resource Management (BSBA‑HRM),2000-12-07,Filipino,Single,Male,Pasay,With Balance,10357,False,21,,4.0
23-1414,Business Intelligence & Analytics (BSBA‑BIA),2006-02-12,Filipino,Single,Male,Navotas,Paid,0,False,24,,4.0
23-5481,Information Systems (BS‑IS),2004-04-23,Filipino,Single,Male,Muntinlupa,Paid,0,False,21,,3.5
23-6165,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2006-09-01,Filipino,Single,Female,Mandaluyong,With Balance,11131,False,21,,3.0
23-1645,Cybersecurity (BSCSEC),2000-12-23,Filipino,Single,Male,Pasig,Paid,0,False,18,monitoring,1.0
23-6540,Business Intelligence & Analytics (BSBA‑BIA),2006-06-25,Filipino,Single,Male,Antipolo,With Balance,32760,False,18,,4.0
23-4395,Information Systems (BS‑IS),2002-02-25,Filipino,Single,Male,Quezon City,Paid,0,False,15,,3.0
23-8842,Business Intelligence & Analytics (BSBA‑BIA),2000-04-25,Filipino,Single,Male,Antipolo,Paid,0,False,24,monitoring,3.5
23-7798,Cybersecurity (BSCSEC),2001-01-07,Filipino,Single,Female,Manila,Paid,0,False,21,,2.0
23-7507,Business Solutions & Applications (BSBA‑BSAA),2002-09-01,Filipino,Single,Female,Marikina,Paid,0,False,18,,3.0
23-5198,Human Resource Management (BSBA‑HRM),2003-06-09,Filipino,Single,Female,Manila,With Balance,32015,False,24,,4.0
23-7348,Business Intelligence & Analytics (BSBA‑BIA),2003-04-25,Filipino,Single,Male,Rodriguez,Paid,0,False,15,,4.0
23-5134,Business Solutions & Applications (BSBA‑BSAA),2000-05-01,Filipino,Single,Female,Caloocan,With Balance,33591,False,21,,3.5
23-3707,Information Systems (BS‑IS),2007-09-20,Filipino,Married,Male,Makati,With Balance,37940,False,15,,2.0
23-5493,Business Intelligence & Analytics (BSBA‑BIA),2004-08-13,Filipino,Single,Male,Quezon City,Paid,0,False,24,,3.5
23-5587,Information Systems (BS‑IS),2000-05-25,Filipino,Single,Male,Marikina,With Balance,36232,False,18,restrictions,3.0
23-1497,Information Systems (BS‑IS),2002-01-04,Filipino,Single,Female,Marikina,Paid,0,True,24,restrictions,4.0
23-2067,Information Systems (BS‑IS),2006-01-02,Filipino,Single,Female,Mandaluyong,Paid,0,False,15,,1.0
23-5601,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-12-16,Filipino,Single,Female,Caloocan,Paid,0,False,15,,4.0
23-8132,Cybersecurity (BSCSEC),2007-04-23,Filipino,Single,Female,Makati,Paid,0,False,24,,3.5
23-9859,Business Solutions & Applications (BSBA‑BSAA),2005-12-21,Filipino,Single,Female,Parañaque,Paid,0,False,21,restrictions,3.0
23-9884,Information Systems (BS‑IS),2005-07-03,Filipino,Single,Female,Parañaque,Paid,0,False,18,,3.5
23-3376,Cybersecurity (BSCSEC),2005-09-21,Filipino,Single,Male,Caloocan,Paid,0,False,24,,1.0
23-9912,Business Intelligence & Analytics (BSBA‑BIA),2001-10-01,Filipino,Single,Male,San Juan,With Balance,26029,False,15,,2.0
23-7116,Cybersecurity (BSCSEC),2006-09-22,Filipino,Single,Female,Valenzuela,With Balance,17399,False,24,,3.0
23-4085,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2000-09-26,Filipino,Single,Male,Las Piñas,Paid,0,False,18,,4.0
23-4129,Business Intelligence & Analytics (BSBA‑BIA),2000-01-10,Filipino,Single,Male,Makati,With Balance,23825,False,21,,4.0
23-5918,Human Resource Management (BSBA‑HRM),2006-06-07,Filipino,Single,Female,Bacoor,Paid,0,False,24,,3.5
23-6758,Business Intelligence & Analytics (BSBA‑BIA),2004-12-16,Filipino,Single,Male,Valenzuela,Paid,0,False,21,,3.0
23-1447,Information Systems (BS‑IS),2000-08-25,Filipino,Single,Male,Makati,With Balance,30686,False,15,,3.0
23-4954,Cybersecurity (BSCSEC),2007-01-11,Filipino,Single,Female,Caloocan,Paid,0,False,18,,3.0
23-1462,Cybersecurity (BSCSEC),2007-02-17,Filipino,Single,Female,San Mateo,Paid,0,False,15,,3.5
23-8401,Human Resource Management (BSBA‑HRM),2002-01-10,Filipino,Single,Male,Makati,Paid,0,False,15,,3.0
23-3893,Information Systems (BS‑IS),2000-05-06,Filipino,Single,Female,San Juan,With Balance,39873,False,15,advising,4.0
22-1387,Information Systems (BS‑IS),2007-06-26,Filipino,Single,Female,Bacoor,Paid,0,False,15,,3.0
22-7918,Business Intelligence & Analytics (BSBA‑BIA),2001-02-09,Filipino,Single,Female,Pasay,Paid,0,False,18,advising,4.0
22-4060,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2003-08-22,American,Single,Female,Malabon,Paid,0,True,18,,4.0
22-1651,Business Solutions & Applications (BSBA‑BSAA),2003-03-10,Filipino,Single,Male,Parañaque,Paid,0,True,15,restrictions,3.5
22-9692,Business Intelligence & Analytics (BSBA‑BIA),2004-03-11,Filipino,Single,Male,Caloocan,Paid,0,False,18,monitoring,3.0
22-9870,Business Intelligence & Analytics (BSBA‑BIA),2002-11-05,Filipino,Single,Male,Malabon,With Balance,28551,False,18,,3.0
22-6926,Business Solutions & Applications (BSBA‑BSAA),2004-07-02,Filipino,Single,Female,Pasay,Paid,0,True,21,,3.0
22-4681,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-08-20,Filipino,Single,Female,Bacoor,Paid,0,False,18,,3.5
22-2229,Information Systems (BS‑IS),2000-07-03,Filipino,Single,Male,Bacoor,Paid,0,True,21,,3.5
22-6594,Human Resource Management (BSBA‑HRM),2005-05-28,Filipino,Single,Female,Rodriguez,With Balance,29831,False,18,,4.0
22-9022,Human Resource Management (BSBA‑HRM),2001-05-21,Filipino,Single,Female,Cainta,Paid,0,False,21,,3.0
22-6710,Human Resource Management (BSBA‑HRM),2003-06-17,Filipino,Single,Female,Imus,With Balance,39181,False,18,,3.0
22-4112,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2005-12-18,Filipino,Single,Female,Rodriguez,Paid,0,False,21,,4.0
22-6527,Business Solutions & Applications (BSBA‑BSAA),2007-06-08,Filipino,Single,Female,San Mateo,Paid,0,False,15,,1.0
22-7440,Business Intelligence & Analytics (BSBA‑BIA),2001-04-26,Filipino,Single,Female,San Mateo,Paid,0,False,24,,4.0
22-8007,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2007-10-04,Filipino,Single,Male,Pasig,Paid,0,False,15,advising,3.5
22-9986,Cybersecurity (BSCSEC),2004-03-26,Filipino,Single,Female,Caloocan,Paid,0,True,15,monitoring,1.0
22-5541,Human Resource Management (BSBA‑HRM),2006-04-08,Filipino,Single,Female,San Mateo,Paid,0,False,15,,3.5
22-4602,Business Solutions & Applications (BSBA‑BSAA),2006-04-18,Filipino,Single,Male,Rodriguez,With Balance,18838,False,24,advising,2.0
22-4620,Business Solutions & Applications (BSBA‑BSAA),2007-10-06,Filipino,Single,Female,Taguig,Paid,0,True,21,,2.0
22-7335,Information Systems (BS‑IS),2003-04-04,Filipino,Single,Female,Navotas,With Balance,37872,False,24,monitoring,4.0
22-9053,Information Systems (BS‑IS),2005-06-01,Filipino,Single,Female,Cainta,Paid,0,False,15,,3.0
22-7187,Business Solutions & Applications (BSBA‑BSAA),2006-04-07,Filipino,Single,Male,Las Piñas,Paid,0,False,24,,3.0
22-4998,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2001-08-23,Filipino,Single,Female,Parañaque,Paid,0,False,24,,4.0
22-5176,Human Resource Management (BSBA‑HRM),2003-05-12,Filipino,Single,Male,Mandaluyong,Paid,0,False,18,,1.0
22-6973,Business Intelligence & Analytics (BSBA‑BIA),2003-02-23,Filipino,Single,Male,Marikina,Paid,0,True,21,,3.5
22-8141,Human Resource Management (BSBA‑HRM),2002-04-14,Filipino,Single,Male,Makati,Paid,0,False,18,,3.5
22-7934,Business Solutions & Applications (BSBA‑BSAA),2003-01-26,Korean,Single,Male,Makati,Paid,0,False,18,,3.0
22-7044,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2002-03-18,Filipino,Single,Male,Muntinlupa,With Balance,26818,False,15,,2.0
22-7452,Business Solutions & Applications (BSBA‑BSAA),2002-01-16,Filipino,Single,Female,Rodriguez,Paid,0,False,24,,4.0
22-5066,Business Solutions & Applications (BSBA‑BSAA),2000-02-13,Filipino,Single,Female,Imus,Paid,0,False,24,,3.5
22-9514,Human Resource Management (BSBA‑HRM),2006-05-17,Filipino,Single,Female,Pasig,Paid,0,False,21,,4.0
22-7756,Information Systems (BS‑IS),2006-05-12,Filipino,Single,Male,Caloocan,Paid,0,False,18,,3.0
22-3291,Interactive Entertainment & Multimedia Computing (BS‑IEMC),2004-07-08,Filipino,Single,Female,Marikina,Paid,0,False,24,,4.0
22-3136,Information Systems (BS‑IS),2000-04-05,Filipino,Single,Female,Parañaque,Paid,0,True,24,,2.0
22-8100,Business Intelligence & Analytics (BSBA‑BIA),2004-06-27,Filipino,Single,Female,Makati,Paid,0,False,18,advising,4.0
22-5417,Business Intelligence & Analytics (BSBA‑BIA),2000-09-07,Filipino,Single,Female,Pasay,Paid,0,False,21,,3.5
22-1834,Cybersecurity (BSCSEC),2001-08-25,Filipino,Single,Male,Imus,With Balance,28558,False,15,,4.0
22-7191,Human Resource Management (BSBA‑HRM),2007-12-24,Filipino,Single,Male,Makati,Paid,0,False,18,monitoring,4.0
22-3178,Business Solutions & Applications (BSBA‑BSAA),2006-10-07,Filipino,Single,Male,Valenzuela,Paid,0,False,18,advising,4.0
22-1613,Human Resource Management (BSBA‑HRM),2007-02-08,Filipino,Married,Female,Taguig,Paid,0,True,24,,3.5
22-7096,Information Systems (BS‑IS),2004-10-18,Filipino,Single,Female,Bacoor,Paid,0,False,21,,3.0
22-5018,Business Solutions & Applications (BSBA‑BSAA),2000-07-16,Filipino,Single,Female,Malabon,With Balance,11680,False,21,,3.5
22-3424,Cybersecurity (BSCSEC),2003-04-08,Filipino,Single,Male,San Mateo,Paid,0,False,24,,3.5
22-2329,Business Solutions & Applications (BSBA‑BSAA),2002-10-16,Filipino,Single,Female,Quezon City,With Balance,15047,False,24,,4.0
